Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,173.72999572753906,174.47999572753906,172.66000366210938,173.22000122070312,147.8119354248047,3696900
2018-01-03,173.22999572753906,173.63999938964844,172.0,172.49000549316406,147.18899536132812,3789600
2018-01-04,173.24000549316406,174.1300048828125,172.72999572753906,173.6999969482422,148.22154235839844,2756400
2018-01-05,174.0,175.0,173.39999389648438,174.0500030517578,148.5201873779297,3737700
2018-01-08,173.74000549316406,174.2100067138672,172.92999267578125,173.92999267578125,148.41778564453125,2060800
2018-01-09,174.22999572753906,174.22999572753906,173.00999450683594,173.5399932861328,148.08497619628906,2674300
2018-01-10,173.5,174.0,172.47000122070312,173.50999450683594,148.05941772460938,2172500
2018-01-11,173.55999755859375,174.5500030517578,172.10000610351562,173.38999938964844,147.95701599121094,3078000
2018-01-12,173.36000061035156,173.7899932861328,172.8800048828125,173.57000732421875,148.11062622070312,2901600
2018-01-16,173.6199951171875,174.41000366210938,172.8800048828125,173.67999267578125,148.20443725585938,3662600
2018-01-17,174.35000610351562,175.69000244140625,173.8800048828125,174.97999572753906,149.3137664794922,4129600
2018-01-18,175.19000244140625,175.4499969482422,173.89999389648438,174.57000732421875,148.9638671875,2154800
2018-01-19,174.99000549316406,176.63999938964844,174.3800048828125,176.1199951171875,150.2865447998047,3746300
2018-01-22,175.97000122070312,176.8300018310547,175.61000061035156,176.2100067138672,150.36338806152344,3217900
2018-01-23,175.57000732421875,177.75,174.85000610351562,176.80999755859375,150.87535095214844,3197600
2018-01-24,177.3000030517578,177.3000030517578,175.25,176.1199951171875,150.2865447998047,2810800
2018-01-25,176.39999389648438,176.6199951171875,174.66000366210938,175.66000366210938,149.89404296875,2815800
2018-01-26,175.6699981689453,178.39999389648438,175.00999450683594,178.36000061035156,152.19798278808594,3957700
2018-01-29,178.3000030517578,178.6999969482422,177.24000549316406,177.77000427246094,151.69456481933594,6091900
2018-01-30,177.10000610351562,177.6699981689453,170.85000610351562,172.47999572753906,147.1804656982422,9613000
2018-01-31,173.60000610351562,174.3000030517578,170.27000427246094,171.13999938964844,146.03701782226562,7004200
2018-02-01,170.27000427246094,173.5399932861328,168.88999938964844,171.89999389648438,146.68556213378906,4751300
2018-02-02,170.8000030517578,172.72999572753906,168.99000549316406,169.3800048828125,144.53517150878906,4604500
2018-02-05,168.61000061035156,169.4600067138672,153.86000061035156,163.85000610351562,139.81637573242188,7309300
2018-02-06,158.35000610351562,166.0500030517578,158.25,165.17999267578125,140.95126342773438,7020000
2018-02-07,164.86000061035156,168.25999450683594,164.52000427246094,165.7100067138672,141.4034881591797,4974000
2018-02-08,165.69000244140625,165.72999572753906,158.75999450683594,158.97000122070312,135.65213012695312,5656000
2018-02-09,159.97999572753906,161.97999572753906,155.22999572753906,160.8000030517578,137.21371459960938,7187100
2018-02-12,162.3699951171875,165.88999938964844,161.5,163.89999389648438,139.8590087890625,5255900
2018-02-13,163.0,163.8300018310547,161.72000122070312,162.39999389648438,138.5790557861328,5406000
2018-02-14,161.44000244140625,162.02000427246094,159.67999267578125,159.99000549316406,136.5225372314453,5865600
2018-02-15,161.13999938964844,161.52000427246094,158.80999755859375,160.77999877929688,137.19664001464844,5012100
2018-02-16,159.47000122070312,159.89999389648438,157.75999450683594,157.7899932861328,134.6452178955078,7165800
2018-02-20,157.0,159.16000366210938,156.27999877929688,157.16000366210938,134.10765075683594,5211100
2018-02-21,157.75999450683594,161.32000732421875,157.60000610351562,158.63999938964844,135.37054443359375,7833400
2018-02-22,158.9499969482422,161.39999389648438,158.89999389648438,160.66000366210938,137.09423828125,4398200
2018-02-23,161.44000244140625,163.30999755859375,161.44000244140625,163.05999755859375,139.14222717285156,4272400
2018-02-26,164.0,164.75,162.3000030517578,163.5800018310547,139.58592224121094,4525200
2018-02-27,164.19000244140625,164.5,160.63999938964844,160.66000366210938,137.09423828125,4907500
2018-02-28,160.42999267578125,161.2100067138672,157.72000122070312,157.74000549316406,135.45411682128906,6116800
2018-03-01,157.8000030517578,160.42999267578125,155.2100067138672,155.6999969482422,133.70230102539062,5609000
2018-03-02,148.91000366210938,150.4499969482422,146.83999633789062,148.27000427246094,127.32206726074219,11754300
2018-03-05,148.27999877929688,151.47999572753906,147.9199981689453,151.02999877929688,129.69212341308594,6397800
2018-03-06,151.25,151.7100067138672,150.1300048828125,151.1999969482422,129.8380584716797,5015400
2018-03-07,149.86000061035156,152.74000549316406,149.67999267578125,152.3800048828125,130.85137939453125,4492000
2018-03-08,152.72999572753906,154.61000061035156,152.64999389648438,154.44000244140625,132.62033081054688,4291400
2018-03-09,155.6199951171875,157.72999572753906,154.83999633789062,157.24000549316406,135.02471923828125,5076500
2018-03-12,157.74000549316406,159.4499969482422,157.50999450683594,157.74000549316406,135.45411682128906,4461500
2018-03-13,158.55999755859375,159.88999938964844,158.2100067138672,158.22000122070312,135.86627197265625,4333100
2018-03-14,159.0,159.50999450683594,157.24000549316406,158.24000549316406,135.88348388671875,3879000
2018-03-15,158.7100067138672,162.14999389648438,158.58999633789062,161.61000061035156,138.7772979736328,5925700
2018-03-16,161.8800048828125,163.22999572753906,161.5800018310547,162.36000061035156,139.4213409423828,14293800
2018-03-19,162.0,162.36000061035156,158.2100067138672,159.00999450683594,136.54469299316406,4307600
2018-03-20,159.75,160.6699981689453,159.25,159.3800048828125,136.86236572265625,3105100
2018-03-21,160.0,160.41000366210938,158.2899932861328,158.66000366210938,136.24415588378906,3871900
2018-03-22,157.85000610351562,159.1199951171875,156.85000610351562,157.0399932861328,134.85302734375,3669400
2018-03-23,157.58999633789062,157.77999877929688,154.9199981689453,154.97999572753906,133.0840301513672,3447400
2018-03-26,156.2100067138672,158.1999969482422,156.2100067138672,158.00999450683594,135.68597412109375,3477000
2018-03-27,158.5,159.77000427246094,156.47000122070312,157.47999572753906,135.23080444335938,3519100
2018-03-28,157.83999633789062,159.75999450683594,157.82000732421875,158.41000366210938,136.0294647216797,3913200
2018-03-29,159.0,159.8300018310547,156.3800048828125,156.3800048828125,134.28627014160156,5289500
2018-04-02,158.27000427246094,160.16000366210938,155.25,157.72000122070312,135.43695068359375,6960100
2018-04-03,157.97999572753906,160.52999877929688,157.3000030517578,160.39999389648438,137.73829650878906,4719400
2018-04-04,158.5,162.14999389648438,157.8800048828125,161.72999572753906,138.88038635253906,4888000
2018-04-05,162.39999389648438,164.55999755859375,161.75,163.9499969482422,140.78675842285156,4503900
2018-04-06,162.4199981689453,163.77999877929688,160.91000366210938,161.25,138.4681854248047,4321900
2018-04-09,162.22000122070312,163.57000732421875,161.05999755859375,161.22999572753906,138.45101928710938,3581500
2018-04-10,162.8300018310547,163.9600067138672,162.0500030517578,162.77000427246094,139.7734375,3902600
2018-04-11,162.5,164.05999755859375,162.27999877929688,163.33999633789062,140.26287841796875,2711100
2018-04-12,163.58999633789062,165.39999389648438,161.5399932861328,161.6199951171875,138.7859344482422,5178900
2018-04-13,162.16000366210938,163.16000366210938,161.25999450683594,161.72999572753906,138.88038635253906,2452800
2018-04-16,161.3000030517578,162.44000244140625,160.86000061035156,161.6300048828125,138.7945556640625,3115200
