Date,AAPL,AMZN,CVX,GOOGL,INTC,JNJ,JPM,KO,MCD,META,MSFT,NVDA,PEP,PFE,PG,TSLA,V,WMT,XOM,NFLX
2018-02-28,0.06818505466150349,0.04242906360200127,-0.09825202126992505,-0.06623134322323299,0.03083486083261522,-0.05411613221145095,-0.0014695349903858235,-0.09182630987810214,-0.0724672494603833,-0.045855725242350154,-0.008415143140384274,-0.014847848556635457,-0.08786362377662404,-0.010626719061026302,-0.09057206342507362,-0.03175185593835672,-0.008660958272226793,-0.15562850775534987,-0.12354543061980905,0.07798748813111156
2018-03-31,-0.058050447234741176,-0.04304936888568922,0.018942228759156743,-0.06049353035564342,0.056604010280949746,-0.013320080598247297,-0.04787901430087038,0.013729409761039646,-0.00862171417963098,-0.10391449881129144,-0.026661461865746694,-0.04301627830613386,0.0020655885331044566,-0.0225833264569677,0.009678693287517692,-0.22424645662146758,-0.02700498342977642,-0.0056611031810250845,-0.014919312546402885,0.013624823783978446
2018-04-30,-0.015019972016869998,0.08207479647163018,0.09707143687267039,-0.017895311967775607,-0.008832612975488874,-0.01295345954704008,-0.005804815655067741,-0.005065458954705115,0.07072484385981159,0.0764128479302979,0.024652598723048147,-0.028887420107998607,-0.07521761143054839,0.03155829448015157,-0.07909425333352393,0.10434740448152713,0.06069215654626059,-0.005732258334407603,0.04208528179712068,0.05793121719308747
2018-05-31,0.1351240334171,0.04053941088038626,0.002189118612905938,0.07993479381472324,0.07552464269107806,-0.0472988783496231,-0.016271382575542725,-0.004860039647549441,-0.04437416726405219,0.11500011478549266,0.06146698420942265,0.12203621040351909,0.0022985316830108626,-0.008993867402905198,0.011474083028713888,-0.031201019338043423,0.03192043114093557,-0.06104458386726841,0.055478499292691774,0.1252640841029551
2018-06-30,-0.009418337146921973,0.043065192317739864,0.01713593050954154,0.026536354703039056,-0.09945654749744304,0.01437880666019975,-0.026259485600779953,0.029084126039878422,-0.014528365604955629,0.013244361916901148,-0.0023271305084980876,-0.060628687989959906,0.08598519031245355,0.009741190241746356,0.06682994955447441,0.2044743612738502,0.013234320938604771,0.03767849954340208,0.018340636190262494,0.11328209863722027
2018-07-31,0.027983595897932645,0.04567600755093726,-0.0012655056897894479,0.08681443956672608,-0.03238782299535159,0.09213771574251184,0.10916220821657685,0.06315559385123248,0.005424924225615024,-0.11187732776507464,0.07575323342914575,0.03360036104055708,0.05630554637428853,0.10060627260609589,0.04552992761868824,-0.1306604479146567,0.03238930894865111,0.0417983244522786,-0.014746502184436072,-0.13790455887078967
2018-08-31,0.20042190903705337,0.13236448128539746,-0.05285721282252076,0.003732031151550741,0.012984027531127706,0.023148189913202,-0.003218890659747675,-0.04417762036809847,0.03619899257827286,0.018252341292124274,0.0629929487550569,0.1469150674865114,-0.025999989667783496,0.04867361837931439,0.025593384623104676,0.011806542102351658,0.07584333479431904,0.08054200707078985,-0.006294756703968063,0.08958358090146823
2018-09-30,-0.008302676089967154,-0.004824306834253944,0.032247060370959035,-0.02006815158160513,-0.023539110401902708,0.025836989723277304,-0.015186042842148972,0.045162283493723754,0.03118995504240285,-0.06413242559921684,0.018160671696828334,0.0012113533970281587,0.00638113507989857,0.0614163358066,0.0033755146589549145,-0.12229000204006502,0.021784712268313022,-0.020342332500882687,0.060496162198149905,0.01754246174803087
2018-10-31,-0.030477685729272008,-0.20219175018307878,-0.08693158067389495,-0.09651395608768265,-0.008669883163137881,0.013172284983666405,-0.02708745929873968,0.03658832718034377,0.05744525207499618,-0.0770401398811078,-0.06610126868723554,-0.24976861734877465,0.005188001400786124,-0.02291794678365411,0.07489608578471496,0.2740114899082402,-0.08155081616632187,0.06783091411059017,-0.06280877587944933,-0.19338199331587314
2018-11-30,-0.18119768435593953,0.05767175245241973,0.07570468204283887,0.017486115223482424,0.05845399831156084,0.05604302952990947,0.019904582522012326,0.06095500332185089,0.07220195836454257,-0.07365429210593788,0.042683973115149376,-0.22405009350585714,0.08506841583450031,0.08190289450935762,0.06574211669732355,0.03901336950578127,0.029847348160826126,-0.026226307742843846,0.007855218604589265,-0.05185895009539654
